"","word","frequency"
"112774","",1
"210715","einsatzort",2
"52195","heute",2
"101780","spannend",2
"112775","ufd",2
"122243","verraten",2
"112776","",2
"34701","austria",2
"42412","back",2
"81773","eigentlich",2
"112777","gearbeitet",2
"122244","genf",2
"171841","jahre",2
"181852","jakobcschwarz",2
"191784","letzten",2
"201767","neben",2
"212281","ökonomie",2
"222057","physiker",2
"231873","rennen",2
"261505","steiermark",2
"271378","themen",2
"281313","to",2
"291183","umwelt",2
"321198","welcome",2
"331042","werner",2
"112778","#ff",2
"52196","eigentlich",2
"71853","fangen",2
"91710","grün",2
"101781","grünen",2
"112779","heute",2
"122245","hinten",2
"142029","kandidatinnen",2
"151983","kleiner",2
"161957","lieben",2
"181853","sodala",2
"191785","solltet",2
"201768","vorstellungsthread",2
"212282","wählen",2
"222058","wählt",2
"241762","warten",2
"251639","wen",2
"112780","#beifunk",2
"210716","akzeptablen",2
"62025","befinden",2
"71854","bettflucht",2
"81774","demokratie",2
"112781","dienst",2
"142030","erweisen",2
"171842","gehen",2
"181854","gerade",2
"191786","gibt",2
"201769","grüße",2
"212283","gumo",2
"222059","guten",2
"231874","hoffe",2
"261506","leiden",2
"271379","menschen",2
"281314","nervositätsbedingter",2
"291184","raus",2
"311440","u",2
"321199","ufe",2
"35354","vielen",2
"36264","wahllokale",2
"37191","wahlsonntag",2
"112782","",1
"34702","entsteht",2
"42413","hass",2
"62026","netz",2
"71855","nope",2
"91711","thema",2
"112783","",1
"210717","amp",2
"34703","arbeitsplatzes",2
"42414","außerhalb",2
"52197","begründen",2
"62027","betonen",2
"112784","diskriminierungsschutz",2
"142031","enttäuschend",2
"151984","finde",2
"161958","formuliert",2
"171843","freiheit",2
"212284","menschen",2
"222060","menschenrechte",2
"241763","neos",2
"251640","neu",2
"261507","partei",2
"271380","queeren",2
"30952","unternehmerischer",2
"321200","wahlkampffrieden",2
"34704","zuliebe",2
"112785","",1
"210718","uaufef",2
"112786","früh",2
"210719","gelassen
ufcufc
ufufuf
ufufufufuf

läuft",2
"34705","heute",2
"62028","ja",2
"71856","kreis",2
"91712","panisch",2
"112787","",1
"34706","bitte",2
"62029","einmaligen",2
"71857","gelandet

ufufuf",2
"101782","instagame",2
"112788","jemand",2
"122246","mal",2
"132114","medium",2
"151985","meldung",2
"191787","offenbar",2
"201770","österreich",2
"212285","sag",2
"222061","super",2
"231875","wäre",2
"112789","",1
"210720","#climatestrike",2
"42415","amp",2
"52198","augen",2
"112790","engagiert",2
"132115","gebastelt",2
"142032","gebrüllt",2
"151986","grad",2
"231876","jährige",2
"241764","jugendliche",2
"251641","megafon",2
"261508","nachgebrüllt",2
"271381","öfter",2
"281315","schild",2
"311441","slogans",2
"321201","volksschulklassen",2
"331043","wasser",2
"34707","witzig",2
"36265","wütend",2
"112791","",1
"210721","again",2
"34708","did",2
"42416","irmisalzer",2
"52199","it",2
"62030","stoegmueller",2
"71858","they",2
"81775","uf
lgewessler",2
"112792","",5
"210722","
uaufef",4
"34709","ankreuzen

ufufufufufufufufufuf",2
"52200","bezirke",2
"62031","bundesliste",2
"101783","einfach",2
"112793","geben",2
"142033","innenwest",2
"161959","landesliste",2
"171844","platz",6
"181855","sigi",2
"191788","überall",2
"201771","ubufefubufefubufef

uaufef",2
"212286","ufeuff",2
"222062","vorzugsstimme",2
"231877","wer",4
"251642","wien",2
"261509","wohnt",4
"112794","#zib",2
"210723","ach",2
"34710","filzi",2
"42417","onetrickpony",2
"52201","uf",2
"112795","#zib",2
"71859","filzi",2
"81776","finde",2
"91713","hemd",2
"101784","herauskriecht",2
"122247","ja",2
"132116","moderationstisch",2
"151987","sakko",2
"161960","schlafsack",2
"201772","studio",2
"212287","überhaupt",2
"241765","verdächtig",2
"251643","zerknittert",2
"112796","#orfwahl",2
"210724","anspricht",2
"34711","ball",4
"42418","bauen",2
"101785","find",2
"112797","heute",2
"122248","hofer",2
"151988","nimm",4
"161961","recht",2
"171845","rendiwagner",2
"181856","riskant",2
"191789","uiuiui",2
"212288","zaunes",2
"112798","#orfwahl",2
"42419","beispiel",2
"62032","bub",2
"71860","deshalb",2
"112799","fpöhass",2
"122249","frauen",2
"132117","frisur",2
"151989","ganz",2
"201773","kommentiert",2
"222063","nämlich",2
"231878","netz",2
"251644","ständig",2
"261510","typisches",2
"271382","übrigens",2
"281316","wahlweise",2
"30953","zöpferldiktatur",2
"112800","#orfwahl",2
"34712","brauchen",2
"81777","klima",2
"91714","klimaprogramm",2
"101786","marathon",2
"112801","spö",2
"122250","trippeln",2
"112802","#orfwahl",2
"34713","anerkannt",2
"62033","gefühl",2
"91715","immer",2
"101787","industriepolitische",2
"122251","klassische",2
"132118","maßnahmen",2
"142034","neoliberale",2
"161962","passen",2
"171846","schema",2
"112803","#orfwahl",2
"34714","ablehnung",2
"62034","ausland",2
"71861","bekanntlich",2
"91716","deren",2
"122252","erbschaftssteuer",2
"142035","geld",2
"181857","ja",2
"201774","konten",2
"222064","möglich",2
"231879","övp",2
"251645","superreichen",2
"261511","tun",2
"271383","verschieben",4
"281317","vielleicht",2
"112804","#orfwahl",2
"34715","begrenzen",2
"62035","enkelkinder",2
"71862","fragen",4
"81778","getan",2
"91717","grad",2
"122253","kinder",2
"132119","klimaerwärmung",2
"151990","prozent",2
"161963","schuldenquote",2
"171847","sicher",2
"212289","unsere",2
"231880","warum",4
"241766","wenig",2
"271384","x",2
"112805","#orfwahl",2
"62036","bodensee",2
"122254","erzählung",2
"132120","grünen",2
"171848","kommt",2
"181858","menschenrechte",2
"191790","migration",2
"201775","nämlich",2
"212290","neusiedlersee",2
"231881","parteiprogramm",2
"241767","selbe",2
"261512","steht",2
"271385","überhaupt",2
"291185","unteilbar",2
"30954","verstehe",2
"311442","wiener",2
"331044","woher",2
"112806","#orfwahl",2
"62037","drei",2
"81779","elefantinnenrunde",2
"91718","erste",2
"122255","mal",2
"132121","schaue",2
"142036","tage",2
"161964","wahl",2
"171849","wahlkampf",2
"112807","",1
"210725","

donn",2
"34716","amp",2
"71863","desmol",2
"132122","gemeinde",2
"142037","gemeindesekretär",2
"151991","gerührt

rufts",2
"161965","gesagt",2
"171850","gibt",2
"181859","grad",4
"191791","grianen",2
"222065","holt",2
"251646","lang",2
"261513","leben",2
"271386","leute",2
"291186","miassn",2
"321202","omas",2
"331045","opa",2
"34717","opas",2
"37192","telefoniert",2
"38161","tiefschwarzen",2
"39133","tiroler",2
"4028","vorzugsstimme",2
"411001","wählen",2
"43100","weama",2
"112808","",1
"210726","
ufufuf",2
"34718","peak",2
"42420","wahlkampf",2
"112809","abend",2
"42421","hass",2
"52202","heute",2
"62038","hin

",2
"101788","komme",2
"112810","kommt",2
"122256","letztes",2
"132123","mal",2
"142038","netz",2
"161966","offtheater",2
"171851","salzburg",2
"181860","sprechen",2
"212291","wahlkampf",2
"112811","",1
"210727","#zurueckzudengruenen",2
"34719","daumen",2
"52203","grünen",2
"71864","uf",2
"112812","",1
"210728","#comebackfeminismus",2
"34720","#comebackstronger",2
"91719","hater",2
"112813","internet",2
"122257","kleines",2
"132124","liebe",2
"142039","menschen",2
"161967","ufa
#gegenhassimnetz",2
"181861","video",2
"112814","",1
"210729","uf",2
"112815","#comebackfeminismus",2
"210730","#hassimnetz

",2
"34721","achtung",2
"71865","graz",2
"81780","heute",2
"101789","komme",2
"112816","ufa
",2
"122258","uhr",2
"132125","uni",2
"112817","",1
"52204","irischen",2
"62039","kleiner",2
"71866","mal",2
"81781","nerdthread",2
"91720","umweltrecht",2
"112818","urteil",2
"112819","",1
"34722","besser",2
"42422","besten",2
"52205","blaming",2
"62040","eltern",2
"81782","idee",2
"101790","kinder",2
"122259","privatschulen",2
"132126","schaffen",2
"142040","shaming",2
"151992","super",2
"161968","treiben",2
"181862","verdienenden",2
"112820","

das",2
"210731","

ratet",2
"34723","anstrengung",2
"52206","demospruch",2
"112821","gestern",2
"122260","hände",2
"142041","heute",2
"151993","hitze",2
"161969","hoch",4
"171852","hocke",2
"181863","höh",2
"201776","klimaschutz",2
"212292","körperlicher",2
"222066","mal",2
"251647","muskelkater",2
"261514","runter",4
"271387","verbunden",2
"281318","viennaforfuture",2
"30955","wer",2
"112822","",1
"210732","

in",2
"52207","gibt",2
"62041","graz",2
"71867","hass",2
"91721","liebe",2
"122261","montag",2
"132127","nächste",2
"142042","nämlich",2
"151994","netz",2
"161970","nichtwienerinnen",2
"181864","termine",2
"191792","woche",2
"212293","zwei",2
"112823","",1
"210733","#hassimnetz",2
"34724","beschimpfung",2
"42423","drecksfotze",2
"71868","ganz",2
"81783","hinnehmbare",2
"91722","normale",2
"101791","politikerin",2
"34725","bohren",2
"52208","do",2
"62042","duelle",2
"91723","endlich",2
"101792","grumpy",2
"142043","knie",2
"151995","loch",2
"161971","mal",2
"181865","nachschauen",2
"212294","seit",2
"231882","stunde",2
"241768","to",2
"251648","twitters",2
"261515","überlege",2
"281319","wach",2
"291187","what",2
"112824","#ibktwit",2
"210734","#intirol

",2
"62043","diskutiere",2
"71869","eh",2
"81784","entschlossene",2
"101793","gleich",2
"151996","innsbruck",2
"171853","ja",4
"191793","klein",2
"201777","kommt",2
"222067","schnell",2
"241769","spontan",2
"251649","stadt",2
"261516","treibhaus",2
"112825","",1
"210735","absurd",2
"34726","angekommen",2
"42424","erst",2
"71870","innsbruck",2
"91724","mal",2
"112826","sightseeing",2
"122262","stimmt",2
"132128","wirklich",2
"112827","",1
"210736","
heute",2
"34727","abend",4
"42425","bericht",2
"71871","diskussion",2
"101794","gestrigen",2
"112828","hallo",2
"122263","hass",2
"161972","kater",2
"171854","komme",2
"191794","morgen",2
"201778","netz",2
"212295","noster",2
"222068","prozesstag
",2
"231883","tirol",2
"241770","treibhaus",2
"271388","vortrag",2
"34728","auftrag",2
"42426","bekommen",2
"52209","bierwirt",2
"91725","endlich",2
"101795","gegeben",2
"112829","hätte",2
"132129","ibiza",2
"181866","meint",2
"191795","nationalratsmandat",2
"201779","sagen",2
"222069","steckt

uf",2
"261517","wer",2
"271389","wirklich",2
"281320","wisst",2
"112830","",1
"210737","große",2
"34729","immer",2
"42427","matthiascremerliebe",2
"112831","",1
"210738","abend",2
"62044","angeklagte",2
"71872","beantworten
",2
"81785","berichten",2
"91726","café",2
"142044","europa",2
"151997","fix",2
"161973","fragen",2
"171855","heute",2
"241771","kommt",2
"251650","kulissen",2
"261518","läuft",2
"271390","nachbesprechung",2
"291188","politik",2
"321203","verhandlung",2
"331046","versuchen",2
"34730","wahrheitsgemäß",2
"34731","fraglich",2
"42428","geben",2
"52210","heute",2
"62045","minuten",2
"81786","prozesspause",2
"91727","urteil",2
"112832","

einen",2
"210739","#wagner",2
"42429","dank",2
"52211","david",2
"62046","debatten",2
"91728","fdp",2
"101796","fußball",2
"112833","gerüchte",2
"122264","gut",2
"132130","haufen",2
"191796","lieben",2
"212296","männer",2
"231884","nachfolger",2
"241772","neureiche",2
"261519","schalkes",2
"271391","schranken",2
"281321","sexy",2
"30956","störrische",2
"311443","ufac",2
"331047","unfähige",2
"34732","verweisen",2
"36266","wahr",2
"39134","zahlreichen",2
"112834","",11
"210740","
habeck",2
"34733","
wish",2
"42430","#amthor",2
"62047","bestellst

",2
"81787","theoriginal",2
"91729","vs",2
"112835","",21
"42431","nach
#viertagewoche",2
"52212","tagewoche",2
"62048","vs",2
"112836","‚habeck",2
"210741","‚zum",2
"34734","anfassen‘",2
"62049","bürgersteig",2
"71873","dabei",2
"91730","essen",2
"101797","fotografieren",2
"112837","inszenierung",2
"132131","lassen",2
"142045","like",2
"151998","mal",2
"181867","möchte",2
"191797","pommes",2
"201780","pur’",2
"231885","uff",2
"251651","wer",2
"112838","

das",2
"210742","#drosten",2
"52213","christian",2
"62050","com",2
"71874","comeback",2
"91731","damals",2
"101798","dot",2
"112839","fast",4
"161974","sexy",2
"181868","spannend",2
"191798","twitter",2
"112840","",1
"210743","#tiktokchannel",2
"34735","daher",2
"52214","eh",2
"71875","ja",2
"81788","leider",2
"91732","lohnt",2
"112841","monaten",2
"132132","plattform",2
"142046","privater",2
"151999","schon",2
"161975","seit",2
"171856","sexy",2
"191799","ufb",2
"201781","verboten",2
"222070","wegen",2
"112842","#domian",2
"34736","gerne",2
"42432","gute",2
"52215","hackfleischmann",2
"62051","hast",2
"81789","kontakt",2
"91733","lieber",2
"112843","tofualternativen",2
"122265","vorschlagen",2
"112844","",1
"210744","a",4
"34737","ach",2
"52216","eins",2
"62052","einzige",2
"71876","enteignen",2
"81790","freude",2
"91734","haus",2
"101799","hell",2
"161976","of",2
"171857","parteitag",2
"181869","ufe",2
"212297","what",2
"222071","yihar",2
"112845","",1
"34738","chrissi",2
"52217","geworden",2
"62053","hot",2
"81791","uh",2
"112846","#futureaußenminister",2
"210745","#sundaythoughts",2
"34739","anatomy",2
"42433","baut",2
"52218","besser",2
"62054","brexit",2
"71877","dämlichen",2
"91735","fragt",2
"101800","greys",2
"112847","immer",2
"152000","lang",2
"171858","mensch",2
"181870","nen",2
"231886","unfall",2
"281322","wirklichkeit",2
"291189","zieht",2
"112848","abhält",2
"210746","anbieten",2
"34740","besuch",2
"62055","elektrische",2
"71878","elektrisches",2
"81792","ggipfel",2
"91736","hanschristian",2
"101801","heizung",2
"112849","hotels",2
"171859","licht",2
"181871","manchmal",2
"201782","natur",2
"251652","ströbele",2
"261520","trump",2
"281323","ursprüngliche",2
"30957","wochenendhütte",2
"112850","daliah",2
"42434","gerne",2
"62056","ja",2
"71879","lavi",2
"81793","möchte",2
"91737","politikern",2
"112851","",1
"34741","bisschen",2
"42435","einfach",2
"71880","fresh",2
"101802","jung",2
"112852","kickt",2
"122266","leute",2
"152001","rumprobiert",2
"161977","sags",2
"191800","tiktok",2
"231887","wies",2
"112853","#nulltoleranz",2
"210747","ab",2
"34742","ausnahmsloses",2
"42436","crowd",2
"62057","deshalb",2
"91738","fordern",2
"101803","grünen",2
"112854","herausforderungen",2
"161978","sofortiges",2
"171860","sprachnachrichten",2
"181872","stellen",2
"201783","unserer",2
"212298","verbot",2
"231888","wagemutig",2
"261521","zeit",4
"112855","",1
"34743","chrissi",2
"52219","famos",2
"62058","gezeigt",2
"71881","handykamera",2
"101804","lindner",2
"132133","schwarzweißfilter",2
"142047","startet",2
"152002","tag",2
"161979","ufe",2
"112856","",1
"34744","cem",2
"81794","geistesblitz",2
"101805","job",2
"112857","klauen",2
"122267","kommen",2
"142048","nen",2
"152003","netten",2
"161980","posten",2
"171861","ufe",2
"191801","urplötzlich",2
"201784","wem",2
"112858","daran",2
"42437","deutschland",2
"52220","gucke",2
"91739","leise",2
"112859","postgeburtstagskater",2
"122268","retten",2
"132134","sommerhaus",2
"142049","stars",2
"161981","wirklich",2
"171862","zweifle",2
"112860","",1
"210748","annalenas",2
"91740","feiert",2
"101806","fünfzigmal",2
"112861","geboren",2
"122269","geburtstag",2
"132135","geburtstagsspotifyplaylist",2
"142050","gechillt",2
"152004","geschenk",2
"161982","heute",2
"181873","höre",2
"212299","jubiläum",2
"222072","lieblingsrobbie",2
"231889","mal",2
"251653","ratet",2
"261522","rolf",2
"271392","schön",2
"281324","seht",2
"30958","ufufufufrichtig",2
"311444","verbringe",2
"331048","wer",2
"35355","zuckowski",2
"112862","",1
"210749","#annewillufufufuf",2
"52221","anne",2
"62059","besten",2
"81795","darfst",2
"112863","endlich",2
"122270","freundin",2
"132136","gauland",2
"152005","mal",2
"161983","opa",2
"171863","start",2
"112864","",1
"42438","ufe",2
"112865","",1
"210750","#csyouvideo",2
"52222","aufregender",2
"62060","ballern",2
"71882","beruhigung",2
"81796","brandenburg",2
"91741","brunch",2
"112866","demokraten",2
"122271","deshalb",2
"142051","erstmal",2
"201785","niedliches",2
"212300","sachsen",2
"222073","schön",2
"231890","streifenhörnchen",2
"241773","wahltag",2
"34745","gedenkenufufuf",2
"42439","gerade",2
"52223","grenzöffnung",2
"71883","humor",2
"81797","immer",2
"101807","jokes",2
"112867","klappt",2
"122272","lol",2
"132137","meinte",2
"142052","merkel",2
"161984","neue",2
"171864","orbán",2
"181874","peter",2
"201786","simone",2
"222074","töftesten",2
"231891","ungarn",2
"241774","victor",2
"251654","woche",2
"112868","",1
"210751","#sosad",2
"34746","abstand",2
"71884","daumen",2
"81798","drüber",2
"91742","drücke",2
"101808","echten",2
"132138","enttäuschung",2
"161985","greta",2
"181875","herbe",2
"251655","mitgenommen",2
"261523","monegassischen",2
"281325","norddeutschen",2
"291190","prinzen",2
"30959","seebären",2
"311445","seelischem",2
"321204","segeltörn",2
"331049","sprechen",2
"34747","statt",2
"35356","trotzdem",2
"37193","wtf",2
"42440","blitzklausur",2
"52224","causa",2
"81799","einberufen",2
"101809","fernsehgarten",2
"112869","fernsehgarteneklat",2
"122273","fußabdruck",2
"132139","gast",2
"142053","gerne",2
"152006","grünen",2
"212301","kiwi",2
"222075","kiwis",2
"231892","klare",2
"241775","komme",2
"251656","lieb",2
"261524","mies",2
"271393","mockridge",2
"281326","nächste",2
"291191","ökologische",2
"30960","position",2
"321205","sofort",2
"331050","team",2
"38162","woche",2
"112870","#annewill",2
"210752","#sommerhaus",2
"34748","annalena",2
"42441","annewillsommerpause",2
"81800","fresse",2
"91743","gecheckt",2
"101810","gerade",2
"112871","hart",2
"132140","kickt",2
"142054","langsam",2
"181876","notfalls",2
"201787","schon",2
"222076","sommerhaus",2
"231893","stars",2
"112872","",3
"34749","alter",2
"52225","ernsthaft",2
"71885","fühlst",2
"81801","geklingelt",2
"91744","gerade",2
"132141","klampfen",2
"142055","lass",2
"152007","mal",2
"161986","markus",2
"171865","meinte",2
"181877","mey",2
"201788","reinhard",2
"212302","robbie",2
"231894","söder",2
"241776","södiboy",2
"271394","weißt",2
"112873","#dreambold",2
"210753","#foodie",2
"34750","#selfcare",2
"52226","anerkannt",2
"71886","delikatesse",2
"101811","gottverdammte",2
"112874","grießbrei",2
"142056","tages",2
"152008","traum",2
"161987","weltweit",2
"112875","",1
"34751","braucht",2
"42442","claudi",2
"62061","deshalb",2
"81802","gerade",2
"91745","hotte",2
"101812","hotten",2
"112876","kerosinsteuer",2
"122274","leute",2
"132142","musical",2
"142057","news",2
"152009","politik",2
"161988","popappeal",2
"171866","probt",2
"181878","roth",2
"191802","tagen",2
"112877","",1
"34752","aufzutragen",2
"42443","bims",4
"52227","dick",2
"62062","halt",2
"71887","i",4
"101813","künstlich",2
"122275","manchmal",2
"161989","retro",2
"171867","retrorobbie",2
"181879","schon",2
"191803","ufeja",2
"212303","uncool",2
"222077","voll",2
"231895","weiß",2
"112878","",1
"34753","annegerät",2
"42444","bundeswehr",2
"62063","erste",2
"71888","folge",2
"81803","grüne",2
"101814","ja",2
"112879","just",2
"122276","know",2
"132143","krass",2
"142058","liebe",2
"152010","mag",2
"161990","müde",2
"171868","nie",2
"181880","progressiv",2
"191804","scheinen",2
"212304","tja",2
"222078","verteidigungsminister",2
"231896","verteidigungsministerin",2
"241777","wäre",2
"251657","weibliche",2
"271395","wirklich",2
"281327","you",2
"291192","zweite",2
"34754","farbe",2
"42445","grün",4
"62064","laotse",2
"91746","ufbuf",2
"101815","zahl",2
"112880","darf",2
"71889","ersetzen",2
"81804","eukommission",2
"91747","europaflagge",2
"101816","europers",2
"112881","europsies",2
"122277","falls",2
"132144","hey",2
"161991","job",2
"171869","mach",2
"191805","morgen",2
"222079","sagen",2
"231897","sonnenblumen",2
"241778","sterne",2
"251658","ufbufbufbufbufbufbufbufbufbufbufbufb",2
"271396","uschi",2
"281328","vorausgesetzt",2
"30961","wollt",2
"311446","zwölf",2
"112882","",1
"34755","aufgelegt",2
"81805","eins",2
"91748","folgt",2
"101817","freue",2
"112883","generation",4
"122278","golf",2
"142059","jugendbuch",2
"152011","klar",2
"181881","neu",2
"212305","wolf",2
"112884","#ihurtmyselftodaytoseeifistillfeel

",2
"210754","#tieresindfreunde",2
"34756","abends",2
"42446","betrinke",2
"81806","hofreiter",2
"91749","hören",2
"112885","manchmal",2
"142060","momente

#deutschejohnnycash",2
"152012","schöne",2
"171870","toni",2
"191806","weinen",2
"212306","zusammen",2
"112886","",1
"210755","annalena",2
"34757","arbeiten",2
"52228","auswirkungen",2
"71890","bevor",2
"122279","deutlich",2
"142061","dran",2
"152013","geistige",2
"171871","hundert",2
"191807","klappt",2
"201789","klimasommer",2
"212307","leute",2
"231898","mehr",2
"261525","nachdenken",2
"271397","namen",2
"291193","nochmal",2
"30962","pro",2
"311447","redet",2
"331051","sorry",2
"36267","zwischendurch",2
"112887","",1
"210756","#habackforgood

never",2
"34758","all",4
"52229","be",4
"62065","come",2
"71891","dream",2
"81807","dream
this",2
"101818","elses",4
"112888","forget",2
"122280","from
never",2
"132145","here",2
"142062","its",2
"152014","mal",2
"161992","nostalgisch",2
"171872","pretend",2
"181882","real
someday",2
"191808","robbie",2
"201790","samstags",2
"212308","someone",4
"222080","soon",2
"231899","that",2
"241779","this",2
"251659","where",2
"281329","youve",2
"112889","",1
"210757","anbau",2
"42447","biologischem",2
"52230","eigentlich",2
"71892","liegt",2
"81808","stroh",2
"91750","warum",2
"112890","beim",2
"52231","gast",2
"62066","gut",2
"71893","habeck",2
"81809","hach",2
"91751","lanz",2
"101819","mal",2
"112891","markus",2
"122281","politikern",2
"132146","robert",2
"142063","talkshowmoderatoren",2
"152015","tat",2
"161993","ufbuf",2
"112892","",1
"210758","#haback",2
"34759","#habeck",2
"42448","denke",2
"71894","zufall",2
"112893","",1
"34760","akk",2
"42449","cdu",2
"71895","dorf",2
"81810","entscheidet",2
"91752","günther",2
"101820","gut",2
"142064","ja",2
"152016","jauch",2
"161994","kirche",2
"171873","lassen",4
"181883","na",2
"201791","rennen",2
"212309","schicken",2
"222081","schön",2
"241780","ufduf",2
"112894","#schlagdenstar",2
"210759","antrete",2
"42450","chrissi",2
"71896","gewinnt",2
"91753","lindner",2
"101821","nächste",2
"112895","schlag",2
"122282","star",2
"142065","wer",2
"152017","woche",2
"112896","",1
"210760","#erbsensuppe",2
"34761","#pfannkuchen",2
"52232","christian",2
"81811","geht",2
"112897","lindner",2
"142066","plan",2
"152018","rh",2
"161995","smart",2
"171874","smarte",2
"191809","wege",2
"112898","",1
"42451","habeck",4
"91754","löcher",2
"101822","löchern",2
"112899","robert",4
"122283","socken",4
"112900","#kanzlerkandidatin",2
"34762","beschäftigungstherapie",2
"42452","bundestagswahl",2
"52233","cdu",2
"122284","habeck",2
"142067","robert",2
"152019","schöne",2
"161996","überlegen",2
"171875","ufe",2
"181884","verliert",2
"112901","angerufen",2
"34763","aufnehmen",2
"42453","drake",2
"52234","duett",2
"71897","gerade",2
"112902","leute",2
"142068","möchte",2
"171876","weiß",2
"112903","",1
"210761","a",4
"34764","day",4
"52235","ehrenvorsitzenden",2
"62067","grünen",2
"71898","heute",2
"101823","sonne",2
"122285","what",4
"112904","#annewill",2
"210762","#selfpity",2
"34765","#suffering",2
"42454","anne",2
"52236","augenlider",2
"62068","bedeuten",2
"91755","gliedmaßen",2
"112905","hände",2
"142069","lange",2
"152020","mehr",2
"171877","schon",2
"181885","schüttelfrost",2
"191810","schwitzige",2
"201792","symptome",2
"212310","ufufufufufuf",2
"271398","wisst",2
"281330","zitternde",2
"30963","zuckende",2
"112906","abwechslung",2
"210763","achtung",4
"34766","annalena",4
"42455","ausnahmsweise",2
"52237","baerbeck",2
"62069","besser",2
"81812","drauf",2
"91756","einfach",2
"101824","einfühlen",2
"112907","empfehlen",2
"132147","habock",2
"152021","ineinander",2
"171878","lust",2
"181886","mal",2
"212311","robert",2
"261526","va",2
"291194","woche",2
"112908","
vorsitznahles",2
"210764","#nahles",2
"34767","#nahlesrücktritt
",2
"52238","andrea",2
"62070","bleibt",2
"101825","dir

alles",2
"132148","geh",2
"142070","gehst",2
"152022","geht",2
"161997","gute",2
"171879","hier
und",2
"191811","lacht",2
"201793","liebe",2
"212312","mir
und",4
"241781","teil",4
"271399","wärme",2
"281331","wein",2
"291195","weint",2
"112909","

spaaaß",2
"210765","#nahles",2
"34768","#nahlesrücktritt",2
"42456","a",2
"62071","braucht",2
"71899","call",2
"81813","gehört",2
"91757","gimme",2
"132149","lebensmüde",2
"142071","liebe",2
"152023","nen",2
"161998","neuen",2
"181887","spdde",2
"191812","vorsitzenden",2
"34769","altes",2
"91758","ernst",2
"101826","frage",2
"112910","fundisprichwort",2
"122286","geborgt",2
"132150","geerbt",2
"142072","grüner",2
"171880","kraft",2
"181888","mega",2
"212313","nachhaltigkeit",2
"222082","natürlich",2
"241782","nichtwählern",2
"261527","siehts",2
"291196","sozis",2
"30964","stärkste",2
"311448","umfrageprozente",2
"112911","",1
"81814","flüstert",2
"91759","freust",2
"101827","grünenhype",2
"122287","leise",2
"132151","moment",2
"142073","ohr",2
"152024","schulzzug",2
"112912","",1
"34770","alten",2
"42457","annalena",2
"62072","bilden",2
"71900","bundeskanzler",2
"101828","erste",2
"112913","falle",2
"122288","falles",2
"132152","geklärt",2
"161999","hey",2
"201794","konsuln",2
"212314","müssten",2
"231900","pole",2
"241783","position",2
"251660","regierungsdoppelspitze",2
"261528","römer",2
"271400","überlegen",2
"281332","ufeufeufe",2
"30965","verfassungsrechtlich",2
"311449","wer",2
"36268","zwei",2
"112914","#akk",2
"210766","#europawahl",2
"34771","#haback",2
"42458","annegret",2
"52239","bedanken",2
"71901","bundeskanzler",2
"101829","ganz",2
"112915","gestellt",2
"122289","habeck",2
"142074","herzlich",2
"152025","heute",2
"171881","krampkarrenbauer",2
"191813","möchte",2
"201795","ufbufbufbufb",2
"212315","weichen",2
"112916","",1
"210767","ufeufdufeufdufeufdufeufd",2
"112917","",1
"210768","#europawahl",2
"34772","#euwahl",2
"42459","abends",2
"71902","eigentliche",2
"101830","gestrigen",2
"112918","giegold",2
"142075","partytier",2
"152026","richtiges",2
"162000","sensation",2
"171882","sven",2
"52240","mitleid",2
"62073","nächsten",2
"81815","spd",2
"91760","wahl",2
"101831","wählen",2
"112919","#euwahl",2
"42460","betrunken",2
"71903","ds",2
"112920","liiiiebe",2
"122290","lleute",2
"142076","sagen",2
"152027","schon",2
"162001","sorry",2
"171883","wal",2
"112921","abend",2
"34773","dauerschleife",2
"42461","heute",2
"62074","läuft",2
"81816","ufeufeufeufeufaaufaaufaaufaa
",2
"112922","",1
"210769","#europawahl",2
"42462","angekreuzt",2
"62075","finde",2
"101832","klasse",2
"112923","ufufuf",2
"122291","verrate",2
"132153","wählen",2
"112924","#europawahl",2
"210770","abstimmen",2
"42463","außerhalb",2
"52241","darf",2
"81817","eigenen",2
"91761","esc",2
"101833","europawahl",2
"112925","fände",2
"122292","funktionieren",2
"142077","habeck",2
"152028","immer",2
"162002","ja",2
"171884","lands",2
"191814","natürlich",2
"201796","robsi",2
"251661","witziger",2
"42464","daumen",2
"71904","ende",2
"91762","europawahl",2
"101834","geschafft",2
"112926","gibt
europa",2
"122293","grünenplakate",2
"132154","habeck",2
"142078","haben

europa",2
"171885","kleiner",2
"181889","knapp",2
"191815","längste",2
"201797","links",2
"222083","praline",2
"231901","robert",2
"241784","seit",2
"251662","sprüche",2
"271401","überblick",2
"281333","versuchung",2
"291197","wahrscheinlich",2
"30966","welt
europa",2
"321206","zarteste",2
"112927","#ibiza",2
"210771","#ibizagate",2
"34774","#kurz",2
"42465","#strache",2
"62076","hiermit",2
"71905","kanzlervizekanzler",2
"91763","österreich",2
"101835","stelle",2
"112928","verfügung",2
"112929","#ibiza",2
"210772","#ibizagate",2
"34775","#strache",2
"52242","ausbaldowern",2
"81818","davon",2
"112930","flugreise",2
"122294","gemacht",2
"142079","hätte",2
"152029","ibiza",2
"162003","klimaschädliche",2
"201798","russlanddeals",2
"212316","schockiert",2
"231902","strache",2
"112931","#nationalhymne",2
"34776","alternativ",2
"42466","annalena",2
"71906","gerade",2
